StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,prolific_ID,device,meta_device_Browser,meta_device_Version,meta_device_Operating System,meta_device_Resolution,consent,abortion_att_binary,abortion_att_pre_1,abortion_att_pre_2,abortion_att_pre_3,abortion_certain,abortion_imp,vaccine_att_binary,vaccine_att_pre_1,vaccine_att_pre_2,vaccine_att_pre_3,vaccine_certain,vaccine_imp,uh_att_binary,uh_att_pre_1,uh_att_pre_2,uh_att_pre_3,uh_certain,uh_imp,firearm_att_binary,firearm_att_pre_1,firearm_att_pre_2,firearm_att_pre_3,firearm_certain,firearm_imp,abortion_init_resp,abortion_pro_First Click,abortion_pro_Last Click,abortion_pro_Page Submit,abortion_pro_Click Count,abortion_anti_First Click,abortion_anti_Last Click,abortion_anti_Page Submit,abortion_anti_Click Count,abortion_control_First Click,abortion_control_Last Click,abortion_control_Page Submit,abortion_control_Click Count,abortion_att_post_1,abortion_att_post_2,abortion_att_post_3,perc_ai_strength,perc_ai_bias,vaccine_init_resp,vaccine_pro_First Click,vaccine_pro_Last Click,vaccine_pro_Page Submit,vaccine_pro_Click Count,vaccine_con_First Click,vaccine_con_Last Click,vaccine_con_Page Submit,vaccine_con_Click Count,vaccine_control_First Click,vaccine_control_Last Click,vaccine_control_Page Submit,vaccine_control_Click Count,vaccine_att_post_1,vaccine_att_post_2,vaccine_att_post_3,uh_init_resp,uh_pro_First Click,uh_pro_Last Click,uh_pro_Page Submit,uh_pro_Click Count,uh_con_First Click,uh_con_Last Click,uh_con_Page Submit,uh_con_Click Count,uh_control_First Click,uh_control_Last Click,uh_control_Page Submit,uh_control_Click Count,uh_att_post_1,uh_att_post_2,uh_att_post_3,firearm_init_resp,firearm_pro_First Click,firearm_pro_Last Click,firearm_pro_Page Submit,firearm_pro_Click Count,firearm_con_First Click,firearm_con_Last Click,firearm_con_Page Submit,firearm_con_Click Count,firearm_control_First Click,firearm_control_Last Click,firearm_control_Page Submit,firearm_control_Click Count,firearm_att_post_1,firearm_att_post_2,firearm_att_post_3,perc_useful,perc_satisfaction,ai_disable,abortion_final_resp,vaccine_final_resp,uh_final_resp,firearm_final_resp,age,gender,gender_4_TEXT,education,race,partisanship,PROLIFIC_PID,abortion_pro_1_clicked,vaccine_pro_1_clicked,unihealthcare_pro_1_clicked,gun_pro_1_clicked,abortion_pro_2_clicked,abortion_pro_3_clicked,abortion_pro_4_clicked,abortion_pro_5_clicked,abortion_con_2_clicked,abortion_con_1_clicked,abortion_con_3_clicked,abortion_con_4_clicked,abortion_con_5_clicked,vaccine_pro_2_clicked,vaccine_pro_3_clicked,vaccine_pro_4_clicked,vaccine_pro_5_clicked,vaccine_con_2_clicked,vaccine_con_3_clicked,vaccine_con_4_clicked,vaccine_con_5_clicked,unihealthcare_pro_5_clicked,unihealthcare_pro_2_clicked,unihealthcare_pro_3_clicked,unihealthcare_pro_4_clicked,unihealthcare_con_2_clicked,unihealthcare_con_3_clicked,unihealthcare_con_4_clicked,unihealthcare_con_5_clicked,gun_pro_2_clicked,gun_pro_3_clicked,gun_pro_4_clicked,gun_pro_5_clicked,gun_con_2_clicked,gun_con_3_clicked,gun_con_4_clicked,gun_con_5_clicked,vaccine_con_1_clicked,unihealthcare_con_1_clicked,gun_con_1_clicked,study_condition
2025-08-13 15:08:47,2025-08-13 15:18:41,0,172.59.116.43,100,593,1,2025-08-13 15:18:41,R_5ek52piZIcZMBvH,,,,,36.8919,-76.2325,anonymous,EN,1,676191c90a2f4ed117de625d,1,Chrome,138.0.0.0,Windows NT 10.0,1366x768,1,1,5,3,5,4,3,2,5,5,2,5,4,1,5,6,5,5,6,2,2,2,5,5,5,Abortion should be legal but with regulations.,9.542,160.402,180.025,7,,,,,,,,,4,2,4,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,2,"Abortion should be legal with a few restrictions. simply put here are the few restrictions I think should be in place, woman's life would have to be in danger, before 12 weeks pregnant, or in the cases of rape or incest. All the extra noise from both political sides are to cause division amongst voters.",,,,42,1,,2,5,5,676191c90a2f4ed117de625d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,abortion_pro
2025-08-13 15:07:21,2025-08-13 15:18:43,0,173.81.102.22,100,682,1,2025-08-13 15:18:44,R_1LOL1boaIcr8fW4,,,,,38.3467,-81.6359,anonymous,EN,0.699999988079071,62ff12a7d8cedcd859400253,1,Chrome,139.0.0.0,Windows NT 10.0,1920x1080,1,2,5,3,2,6,4,1,6,6,6,6,4,1,1,6,6,6,5,1,1,2,5,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Of course, How do kids keep getting firearms otherwise? ",,,,,,,,,5.52,154.301,180.109,8,3,4,6,,,,,,,"The statistics are obvious an overwhelming amount of deaths and crime starts with a gun purchase. I agree with a 30-day wait time as well as denying the sale due to mental illness. Allowing people with mental illness to purchase guns makes them a danger to themselves and those around them. But at the same time we should not out-right ban the sale of guns, THIS IS AMERICA.  ",32,1,,2,1,4,62ff12a7d8cedcd859400253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,firearm_control
2025-08-13 15:06:53,2025-08-13 15:18:43,0,199.185.131.107,100,710,1,2025-08-13 15:18:44,R_6M40V9XXYtidiiN,,,,,44.9618,-93.2638,anonymous,EN,1,670218c2b67aa153fd9164fb,1,Chrome,139.0.0.0,Windows NT 10.0,1920x1080,1,2,1,1,1,6,1,2,1,1,1,6,6,2,1,1,1,6,6,2,1,1,1,6,6,,,,,,,,,,,,,,,,,1,6,I do not believe that vaccine mandates should be allowed in the United States because even Tylenol can be harmful to some people.,,,,,82.808,166.769,180.013,5,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,"I do not think that vaccine mandates should be allowed in the United States because each person should decide based on whatever factor they decide is most relevant to them.  The criteria is going to be different for each person.  There is absolutely no way that a one size fits nobody approach will adequately capture the millions (if not trillions) of individual factors that an actual person will need to consider.  

My own personal decision is to decline the vaccine.  Gut microbiome is very important to me.  Various studies in the United States, Japan, and Israel have found that gut microbiome decreases (and some strands disappear completely) after vaccination.  The mainstream scientists will not pursue this because the vaccine industry is too big of a cash cow to dare question.

Thank you for wanting my opinion.  It is nice to know that you respect whatever I decide.",,,43,1,,5,1,7,670218c2b67aa153fd9164fb,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vaccine_anti
2025-08-13 15:08:49,2025-08-13 15:18:45,0,216.126.35.119,100,595,1,2025-08-13 15:18:45,R_1XiigARqZGHXD7T,,,,,38.0324,-78.8392,anonymous,EN,0.8999999761581421,6159d4026fd4e22c9f1179c1,1,Firefox,139.0,Macintosh,1440x900,1,1,6,6,6,6,6,1,6,6,3,5,5,1,6,6,6,6,6,1,4,4,6,5,5,,,,,,,,,,,,,,,,,5,2,"Yes, vaccines are life saving healthcare that have been directly responsible for vast improvements in public health. ",,,,,8.778,121.075,180.027,11,,,,,6,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,1,,"I believe that vaccines should be mandated in schools and some jobs, primarily healthcare jobs. Vaccines have a proven track record of being effective at reducing or eliminating the transmission of disabling and life threatening illnesses. The risks are minimal in regards to the benefits. People who are opposed can choose to homeschool their child or seek employment in a job that does not mandate vaccination. ",,,44,2,,5,1,2,6159d4026fd4e22c9f1179c1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vaccine_anti
2025-08-13 15:07:06,2025-08-13 15:18:45,0,73.168.63.63,100,699,1,2025-08-13 15:18:46,R_7PiYWbzktB4puZU,,,,,41.6538,-86.1631,anonymous,EN,1,671aa2883f601298f3de3283,1,Chrome,138.0.0.0,CrOS x86_64 14541.0.0,1300x730,1,1,6,6,6,6,6,1,6,6,5,5,6,1,6,6,6,6,6,1,2,6,6,6,6,"No one should be forced to carry a child to term, no matter the reason for their decision. ",,,,,,,,,31.754,161.131,180.009,12,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"It's a woman's body, and it should be up to her what she does with it. Most pro-life arguments involve the bible, which is a non-reason as we don't live in a theocracy. It's disgusting to think anyone has a right to tell someone else what they can or can't do with their own body. It's as over-reaching as a government can get, and it's dangerous not only because of that over-reach, but for actual health concerns as well. There are valid health reasons to have an abortion, but that doesn't matter because someone's right to choose is no one else's business. I don't tell other people what to do with their bodies, and no one is going to tell me what I can or can't do with mine. ",,,,40,2,,3,1,1,671aa2883f601298f3de3283,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,abortion_control
2025-08-13 15:06:13,2025-08-13 15:18:54,0,71.199.181.2,100,760,1,2025-08-13 15:18:54,R_1eq82mFgi1bw8q2,,,,,33.9955,-84.6581,anonymous,EN,0.8999999761581421,660480647ac06fc541cfda59,1,Chrome,138.0.0.0,Windows NT 10.0,1536x864,1,1,2,2,1,5,1,2,1,1,1,6,5,2,3,3,5,6,1,1,1,2,6,6,2,,,,,,,,,,,,,,,,,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It should be harder to obtain firearms but the government should not take away our rights to own firearms.,,,,,172.186,179.892,180.112,3,,,,,1,1,6,5,4,2,,,,"We need to protect our second amendment rights to posses fire arms. Without this right the citizens have no way to protect themselves. Guns do not select to kill, people do. Criminals do not obtain guns legally, they get them illegally. So even if you try to control gun sales, criminals will still find and use guns. ",57,2,,4,1,7,660480647ac06fc541cfda59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,firearm_anti
2025-08-13 15:08:43,2025-08-13 15:18:56,0,74.118.47.235,100,612,1,2025-08-13 15:18:56,R_8NONOheo21ztLxQ,,,,,36.3888,-85.3194,anonymous,EN,1,66d63bf354de4c20d9369e20,1,Chrome,139.0.0.0,Windows NT 10.0,1920x1080,1,1,6,5,5,4,2,2,2,2,1,4,4,1,6,6,6,6,6,1,4,2,5,4,3,,,,,,,,,,,,,,,,,5,4,No because we are supposed to have freedom here.  It should be up to the person.,9.818,171.567,180.187,17,,,,,,,,,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,2,,"We are at risk of losing our freedom.  If they take this freedom aware, when will they stop?  The government just wants to control people, this is another example. Also, I don't think anyone should forced to do something in a democracy, no matter how flawed it is.  ",,,45,1,,2,1,4,66d63bf354de4c20d9369e20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vaccine_pro
2025-08-13 15:07:59,2025-08-13 15:19:01,0,98.233.89.114,100,661,1,2025-08-13 15:19:02,R_9nBrUNLIANwBN3u,,,,,39.068,-76.9933,anonymous,EN,1,607778a26ff3de83125f50c5,1,Chrome,139.0.0.0,Windows NT 10.0,1920x1080,1,2,2,2,2,5,5,2,1,1,1,6,6,2,2,2,2,4,4,2,2,1,2,5,5,,,,,,,,,,,,,,,,,1,6,They should not. We saw how everyone was duped during Covid. They lied about the vaccines stopping the spread and downplayed the adverse reactions. To put your trust in pharmaceutical companies would be so wild after covid.,2.458,148.287,180.145,27,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,"The public lost a great deal of trust for vaccines during Covid. I think the data showed a record level of distrust from the public after senseless restrictions and vaccination policies. For many the vaccines did more harm than good and did not protect from covid. Instead, it led to side effects like blood clots and other medical problems.",,,39,1,,3,4,5,607778a26ff3de83125f50c5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vaccine_pro
2025-08-13 15:07:42,2025-08-13 15:19:01,0,144.208.93.107,100,679,1,2025-08-13 15:19:02,R_1Hp2srgXjcedGuE,,,,,32.7797,-96.8022,anonymous,EN,0.5,66c26b01a3d551a7d8bd342c,1,Chrome,139.0.0.0,Windows NT 10.0,1536x864,1,2,1,1,1,6,6,2,3,3,3,4,5,2,1,2,1,6,4,1,1,1,1,6,3,,,,,,,,,,,,,,,,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No, I believe in regulating the sale and possession of firearms, but I believe the current regulations are adequate.",74.46,77.333,180.111,2,,,,,,,,,1,1,1,5,5,2,,,,"Let's get this into perspective. 20 year death toll by firearms and by automobiles is close to the same. How much regulation is currently in the buying and owning of a vehicle. To drive, we have a license requirement which is good. But there is no license requires to buy, own, or even operate on private property and yet, cars kill as many as guns. The sale and ownership of guns needs regulation. And we have that. We do not need to keep adding more regulations with every high profile shooting.",59,1,,4,1,6,66c26b01a3d551a7d8bd342c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,firearm_pro
2025-08-13 15:09:43,2025-08-13 15:19:04,0,24.241.196.223,100,561,1,2025-08-13 15:19:04,R_6GrFQWieNzuT1SA,,,,,33.8143,-86.8094,anonymous,EN,0.699999988079071,671846c76953b192c9269992,1,Chrome,138.0.0.0,Windows NT 10.0,1440x900,1,2,1,1,1,6,6,2,1,1,1,6,6,1,5,5,5,4,4,1,1,1,1,2,5,"no
",,,,,9.696,110.554,180.133,12,,,,,1,1,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,1,"It should not be legal. As a pro-life individual, I see human life as a thing to be protected an cherished. It's not disposable. This lack of responsibility that the legalization of abortion will cause will have devastating repercussions on our culture and world. ",,,,36,2,,5,1,5,671846c76953b192c9269992,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,abortion_anti
2025-08-13 15:09:48,2025-08-13 15:19:20,0,172.59.136.102,100,571,1,2025-08-13 15:19:20,R_6OIuRqklbWmLjD1,,,,,40.4268,-79.8935,anonymous,EN,1,632ff41f3631baf749984e3e,1,Chrome,138.0.0.0,Windows NT 10.0,1600x900,1,1,6,3,5,6,1,2,1,6,1,6,2,1,6,6,6,5,4,1,1,1,2,5,6,"Yes, it should be legal because its a valid option for many women with extenuating circumstances",,,,,,,,,0,0,180.13,0,6,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I think it's important for women to have access to legal abortions because it sets a dangerous precedent by allowing the government to dictate what is allowed to be done with the human body. That's not even to include the extenuating circumstances that a woman seeking an abortion may be facing.,,,,35,1,,3,2,1,632ff41f3631baf749984e3e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,abortion_control
2025-08-13 15:11:18,2025-08-13 15:19:27,0,69.212.41.119,100,489,1,2025-08-13 15:19:27,R_7kXrwPVPo963uma,,,,,30.4419,-88.8959,anonymous,EN,0.8999999761581421,655f8c9c87dc5be942a603a8,1,Firefox,141.0,Windows NT 10.0,1536x864,1,1,6,6,6,6,6,1,6,6,6,6,6,1,6,6,6,6,6,1,2,1,5,5,4,"Yes, it is the right of the person having the child to determine what happens to their body.",,,,,30.367,152.695,180.026,11,,,,,6,6,6,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,1,"Abortion should be legal because it is the right of the pregnant person to make decisions about their body. Pregnancy carries significant health complications that the person may not be able to or want to contend with. It is also important that children are wanted by their parents, or planned to be given to those who desire a child but cannot have their own. Abortion is also important to save people who have non viable pregnancies or learn that their child may have congenital illnesses that will kill them shortly after birth. I believe most mothers will want to have their children if they are healthy and viable, thus I think there is little risk to having the safe option of abortion in case of any health issues to mother or child.",,,,28,2,,3,2,2,655f8c9c87dc5be942a603a8,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,abortion_anti
2025-08-13 15:08:08,2025-08-13 15:19:33,0,68.41.64.99,100,685,1,2025-08-13 15:19:34,R_5kaxX1uFy0tbbkl,,,,,42.2532,-84.3877,anonymous,EN,1,5ddecf14d3ac2affdc8df54c,1,Chrome,139.0.0.0,Windows NT 10.0,1536x864,1,1,6,6,6,6,6,1,6,6,6,6,6,1,6,6,6,6,6,1,4,4,5,5,4,,,,,,,,,,,,,,,,,5,4,,,,,,,,,,,,,,,,,"Yes, healthcare is a basic and fundamental human right. It should not be only for the rich or those with connections like a doctor as a friend or colleague or family member. Nobody should have to forgo healthcare who needs or wants it because they can't afford to pay for it. Good health is good for the person and for society to whom they contribute and are a valued member and we should ensure all people can afford it.",,,,,30.545,173.734,180.119,17,,,,,6,6,6,,,,,,,,,,,,,,,,,4,4,2,,,"Universal healthcare would improve healthcare for low income patients who are most at risk for complications from chronic conditions such as diabete or high blood pressure if not properly treated and managed which leads to even greater medical expenses, societal costs and severe health outcomes. A more preventative and proactive medical care regimen is fostered by universal health care which is turn reduces costs to the patient and to taxpayers who fund government healthcare programs. It's a win win for patients and for everyone, plus it ensures basic human dignity and healthcare for all which is the right thing to do rather than limiting or denying access to care and creating additional health complications by foregoing care. I think the naysayers are simply not factoring in all of the advantages and view low income patients as somehow lazy or undeserving of care and that's blatantly discriminatory and fundamentally cruel and unfair.",,57,2,,5,1,1,5ddecf14d3ac2affdc8df54c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,uh_anti
2025-08-13 15:08:56,2025-08-13 15:19:35,0,69.120.250.96,100,639,1,2025-08-13 15:19:36,R_60nK4EXkLukbQaf,,,,,40.5911,-74.4642,anonymous,EN,1,61022a84042923c389bf1499,1,Chrome,138.0.0.0,Windows NT 10.0,1366x768,1,1,6,6,6,6,5,1,6,6,6,6,4,1,4,5,6,5,6,1,3,4,5,5,5,,,,,,,,,,,,,,,,,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The United States should have stricter regulation of firearms because we need to keep them out of the hands of people who may use them for bad and ensure the safety of the rest of the population,2.148,159.28,180.116,16,,,,,,,,,3,5,6,6,5,2,,,,"The United States needs to have stricter regulation on firearms in order to increase the safety of everyday Americans. While the other side claims that stricter regulations will make it harder for people to defend themselves, statistics prove that self defense makes up only a small percentage of gun use in America. Most gun related crimes occur because of everyday arguments that are escalated when a gun is present. If all it takes is one little argument for you to lose your life to someone with a gun, how safe would you feel living in the US? By making it harder to get your hands on a firearm, we can make sure it's ending up in the right people's hands so that it becomes less of a threat and leads to less homicides.",22,1,,5,1,1,61022a84042923c389bf1499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,firearm_pro
2025-08-13 15:11:18,2025-08-13 15:19:45,0,76.173.169.209,100,507,1,2025-08-13 15:19:46,R_7jPvuwWhNuzuCA1,,,,,21.9282,-159.5321,anonymous,EN,1,678851f427536397f63120bf,1,Chrome,138.0.0.0,Macintosh,1440x900,1,2,2,1,1,6,6,2,5,3,2,2,2,2,3,4,5,1,2,1,3,3,6,2,2,,,,,,,,,,,,,,,,,5,4,,,,,,,,,,,,,,,,,"I do not think the US should implement a universal healthcare system because it would create greater regulations on providers, longer wait times for appointments and procedures, and would allow for government regulation.",,,,,57.323,159.383,180.007,7,,,,,2,3,5,,,,,,,,,,,,,,,,,4,3,1,,,"I believe that the US should not implement a universal healthcare system because it would greatly increase taxes in order for the government to fund it. It would also limit peoples choices in providers and place a greater strain on the healthcare system. The wait-times would also greatly increase, as seen in other countries such as Canada and the UK.",,31,2,,6,"1,4",5,678851f427536397f63120bf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,uh_anti
2025-08-13 15:11:01,2025-08-13 15:19:46,0,67.146.18.114,100,524,1,2025-08-13 15:19:46,R_6y7RT5xsh18FjiH,,,,,40.0537,-77.5216,anonymous,EN,1,66fceda149718a86f36761b4,1,Edge,139.0.0.0,Windows NT 10.0,1366x768,1,1,1,1,1,4,2,2,1,1,1,6,5,1,4,5,4,5,4,1,2,5,4,3,3,,,,,,,,,,,,,,,,,,,I believe anyone should have the control over their own body,,,,,,,,,10.221,170.889,180.12,14,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I beleive that vaccine mandates shouldnt be allowed in the united states. I feel like every person should have a say what to do with their body and if they dont want to get a vaccine they shouldnt be forced to. I personally wouldnt get the vaccines especially the covid vaccine. I am 100% against it.,,,30,2,,2,1,2,66fceda149718a86f36761b4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vaccine_control
2025-08-13 15:07:43,2025-08-13 15:19:48,0,71.120.19.165,100,724,1,2025-08-13 15:19:49,R_1gGBb7iy2TPbjPl,,,,,38.9091,-77.0203,anonymous,EN,1,67ddc2d96cf8e6c19d27c0b9,1,Chrome,139.0.0.0,Macintosh,1440x900,1,1,6,6,6,6,5,1,6,6,6,6,6,1,6,6,6,6,6,1,5,5,6,5,5,"Yes, women in the U.S. should have the right to control their own health care decisions, including abortion.",,,,,49.978,172.14,180.006,19,,,,,6,6,6,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,"Yes, U.S. women (and, indeed, women worldwide) should have the right to control their own health care decisions, including abortion. Abortion is a very personal decision affecting a woman's health, her livelihood, and her family. While preventative measures such as birth control and sex education are also key to reducing unwanted pregnancies and should also remain legal and widely available, women need to have the option to terminate a pregnancy for any reason. ",,,,53,2,,6,1,1,67ddc2d96cf8e6c19d27c0b9,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,abortion_anti
2025-08-13 15:09:23,2025-08-13 15:19:53,0,69.72.28.129,100,629,1,2025-08-13 15:19:53,R_6DjhQcVMM3QKmEp,,,,,43.6165,-116.2001,anonymous,EN,1,602b4083b123902838efd51f,1,Chrome,139.0.0.0,Windows NT 10.0,1423x889,1,1,5,5,5,4,4,1,6,6,4,3,3,1,5,6,6,3,5,1,2,2,6,2,2,,,,,,,,,,,,,,,,,,,I believe vaccine mandates should be allowed in the United States because it is important to protect everyone,,,,,,,,,3.283,176.272,180.104,47,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I wholeheartedly believe vaccine mandates should be allowed in the United States. There are numerous examples of deadly diseases being eradicated by immunizations. Some of these include, smallpox, polio, and diphtheria. Science is continually evolving and with it, vaccines to eradicate often deadly diseases. Even the flu, not generally a fatal illness, has been lessened to a large degree by way of vaccine. ",,,48,1,,5,1,3,602b4083b123902838efd51f,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vaccine_control
2025-08-13 15:09:28,2025-08-13 15:19:54,0,50.217.135.2,100,625,1,2025-08-13 15:19:54,R_7PXmeouELZ2S2SA,,,,,38.7493,-77.4719,anonymous,EN,1,678ff81c8c6b56f93355e0bb,1,Chrome,138.0.0.0,CrOS x86_64 14541.0.0,1920x1080,1,1,6,6,6,6,6,1,6,6,6,6,6,1,6,6,6,6,6,1,1,1,3,6,6,,,,,,,,,,,,,,,,,4,3,Vaccines have saved lives since their creation and continue to do so. Anti-vaxxers are risking the lives of not only their children but the general public. Several diseases were all but eradicated prior to the anti-vax movement. There is no scientific information show that vaccines cause radical medical issues.,,,,,79.432,111.135,180.168,7,,,,,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,2,,"Vaccine mandates are only required for those that are within the public and can cause others to get sick. If you are working or going to school in a public place you risk making others sick due to ignorance. Risking yourself is one thing, but if you refuse to vaccinate, stay home. Don't risk others because of ignorant rationale.",,,52,1,,3,1,3,678ff81c8c6b56f93355e0bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vaccine_anti
2025-08-13 15:07:30,2025-08-13 15:19:54,0,24.140.177.109,100,744,1,2025-08-13 15:19:54,R_3Cq3OmOR16QYau4,,,,,40.8116,-81.4973,anonymous,EN,1,673a79d52880fa454ca618e2,1,Chrome,139.0.0.0,Windows NT 10.0,1366x768,1,1,5,5,5,4,3,1,4,5,4,3,3,1,4,5,5,5,5,1,4,5,5,4,4,,,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,,,,"Yes, because healthcare is a human right.",122.714,177.585,180.114,7,,,,,,,,,4,5,6,,,,,,,,,,,,,,,,,4,4,2,,,"I believe healthcare is a human right. It frustrates me to see the arguments against universal healthcare, especially when points are made about how it would take away freedom of choice. It doesn't make sense to me to NOT try to implement universal healthcare because some people might be inconvenienced. It doesn't make sense to me to cling to a flawed and expensive system so that privileged folks can maintain their privilege while so many people suffer. I am fortunate to have Medicaid right now, after not having insurance for most of my life. Without this coverage, I would not have access to therapies and treatments that are helping me improve my quality of life.",,47,2,,5,1,1,673a79d52880fa454ca618e2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,uh_pro
2025-08-13 15:11:25,2025-08-13 15:19:55,0,76.14.136.159,100,510,1,2025-08-13 15:19:56,R_6zIVqKhvGs5mEFX,,,,,39.1007,-120.9533,anonymous,EN,0.8999999761581421,63c1f16254a3e934011c0e00,1,Firefox,141.0,Windows NT 10.0,1920x1080,1,1,6,6,6,6,6,1,6,6,5,5,6,1,6,6,6,6,6,1,4,2,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Healthcare is a human right, yes they should.",,,,,,,,,45.472,136.008,180.015,7,6,6,6,,,,,,,,,,,,,,,,,,,,,,"Under the current system, most people are simply going with whatever insurance is cheapest/what their employer provides. It's the illusion of choice, only the wealthy get to truly pick and choose the best care. While it is true that universal healthcare could increase wait times, like the other argument (that UHC would remove choices) its a problem that already exists in an extreme form. But beyond any of that, people deserve to be healthy, they deserve the right to get help and ""under preforming"" members or sections of society deserve to be treated as humans and not money pits. Modern society should benefit all, not the few with money.",,22,2,,4,"1,2",2,63c1f16254a3e934011c0e00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,uh_control
